254,9,9,1,10,0,1,4,1
255,3,2,4,5,1,8,1,1
256,2,5,3,3,9,5,7,2
257,3,5,3,0,10,4,9,2
258,6,2,3,1,3,2,5,2
259,2,10,7,8,1,0,8,2
260,10,9,5,2,2,9,2,2
261,10,3,9,1,0,4,2,2
262,0,5,5,0,3,0,6,2
263,6,6,7,7,8,6,2,2
264,10,5,6,9,9,2,5,2
265,4,9,8,9,4,2,7,1
266,8,10,7,3,0,10,10,2
267,1,2,4,5,1,5,10,1
268,1,3,0,10,7,1,3,1
269,3,10,1,7,5,8,1,1
270,4,1,0,9,5,10,9,1
271,10,4,1,1,4,7,1,1
272,7,7,4,6,9,6,0,1
273,9,6,9,3,2,10,7,1
274,2,10,9,10,6,4,10,1
275,5,5,4,1,10,9,7,1
276,9,0,1,9,1,1,7,1
277,2,1,5,3,6,1,6,2
278,8,4,8,7,1,8,7,2
279,2,10,1,1,7,9,8,1
280,8,5,10,2,8,8,5,2
281,5,2,2,7,9,8,1,1
282,5,8,2,2,1,9,0,1
283,6,4,9,3,0,4,5,1
284,9,8,1,5,0,3,3,1
285,8,0,3,6,4,3,7,1
286,3,4,7,1,5,5,2,1
287,4,7,2,8,7,9,2,1
288,0,9,1,7,3,10,2,1
289,0,4,2,6,4,8,2,1
290,0,6,0,2,5,1,10,1
291,7,6,0,9,10,4,3,2
292,10,0,7,1,0,0,3,2
293,10,6,10,6,9,0,8,2
294,1,3,3,1,4,5,5,1
295,10,7,4,5,5,10,4,2
296,1,9,7,10,2,8,8,1
297,7,2,7,10,6,1,8,2
298,6,4,2,10,5,3,10,2
299,9,9,0,2,10,0,4,1
300,7,4,2,3,3,0,7,1
301,9,10,4,5,8,0,2,2
302,0,0,6,8,3,1,6,1
303,6,7,1,10,5,7,4,1
304,5,1,6,7,10,4,7,1
305,7,6,0,1,10,6,0,1
306,7,5,6,7,2,0,6,1
307,2,7,8,7,4,9,8,2
308,8,8,9,10,3,10,5,1
309,10,2,5,1,6,3,5,1
310,3,0,5,6,5,6,7,2
311,9,9,10,10,1,4,9,1
312,0,6,3,9,8,9,0,2
313,5,4,10,3,8,9,1,1
314,7,0,1,10,3,8,5,2
315,5,2,10,5,8,6,7,2
316,2,7,7,5,9,9,0,2
317,7,3,10,0,0,9,7,1
318,3,5,6,5,8,6,8,1
319,3,9,8,5,7,6,10,2
320,2,5,9,3,7,3,10,2
321,9,5,6,3,8,1,8,2
322,10,1,5,1,7,10,5,1
323,5,6,8,10,9,10,5,1
324,1,5,10,1,3,4,6,1
325,0,8,5,4,7,5,10,1
326,0,1,10,2,6,5,2,1
327,6,5,7,8,5,0,2,2
328,10,2,7,1,5,7,3,2
329,4,9,10,2,6,2,3,1
330,2,1,5,0,9,1,2,1
331,9,6,3,3,4,3,0,2
332,6,5,4,7,9,1,10,2
333,6,10,1,7,2,4,7,2
334,9,0,10,8,1,1,8,1
335,3,3,6,5,9,7,8,2
336,7,1,1,0,7,10,7,2
337,1,7,2,0,4,9,2,2
338,1,0,0,1,7,7,4,1
339,0,0,6,10,10,10,3,2
340,3,6,4,5,10,4,7,2
341,5,5,5,1,1,7,8,2
342,10,5,0,4,7,8,7,2
343,5,9,10,7,4,4,3,2
344,2,7,9,0,1,4,4,2
345,9,10,6,3,5,3,9,2
346,0,8,6,7,9,3,5,1
347,3,8,6,6,9,5,5,1
348,3,0,1,9,10,0,8,1
349,7,9,10,4,8,4,0,1
350,6,0,1,7,9,6,0,1
351,4,8,3,4,5,1,8,2
352,9,3,9,10,6,0,5,2
353,5,5,10,10,8,2,0,2
354,9,3,9,1,3,6,10,1
355,8,2,7,0,0,9,9,2
356,7,10,8,7,5,9,6,1
357,8,6,1,2,0,0,5,1
358,1,4,8,8,1,0,9,2
359,3,1,0,3,2,5,6,2
360,6,6,7,2,4,9,0,2
361,6,1,5,10,4,5,0,1
362,4,7,6,3,0,9,2,2
363,0,9,9,5,3,6,1,1
364,4,2,1,3,8,5,3,1
365,3,6,4,7,7,7,2,2
366,8,4,5,4,8,8,10,1
367,4,2,1,8,10,9,5,1
368,7,10,4,6,8,4,8,2
369,7,6,4,9,2,9,5,2
370,7,10,8,4,8,7,1,2
371,4,1,7,1,5,0,7,2
372,1,2,8,2,10,0,5,2
373,3,6,7,10,0,0,4,2
374,6,6,3,2,8,0,2,1
375,0,9,4,10,10,8,5,2
376,6,1,9,8,2,5,10,2
377,9,4,1,3,8,3,8,1
378,1,3,1,7,10,4,1,1
379,5,7,3,9,0,7,9,1
380,8,5,4,0,10,1,10,1
381,6,9,0,6,0,7,6,2
382,10,10,0,2,3,10,3,2
383,4,9,6,2,6,6,3,1
384,6,2,3,3,6,2,10,1
385,7,1,6,0,7,6,3,2
386,4,2,1,0,8,1,10,1
387,10,10,10,6,3,10,8,1
388,9,7,2,0,6,3,10,2
389,0,0,5,6,9,7,9,2
390,4,8,5,1,5,6,9,1
391,9,3,2,4,0,3,1,1
392,3,1,4,10,5,8,10,2
393,0,6,7,6,5,0,4,2
394,3,9,9,1,10,0,6,2
395,1,8,8,6,2,10,8,2
396,2,7,6,0,4,7,1,2
397,10,4,6,4,7,1,5,1
398,5,2,3,7,7,7,5,1
399,7,10,3,8,10,7,1,2
400,10,4,3,2,2,10,8,2
401,6,6,7,6,7,4,5,2
402,5,0,7,8,9,1,4,1
403,10,3,5,9,1,5,8,1
404,5,0,8,10,5,6,4,1
405,4,1,1,2,7,9,7,2
406,2,10,3,3,1,2,0,1
407,6,7,4,7,4,10,10,1
408,6,4,8,8,0,0,7,1
409,0,2,6,10,5,4,6,2
410,4,10,4,3,8,5,4,1
411,9,8,0,7,10,0,7,2
412,8,0,5,1,10,7,5,2
413,1,3,6,1,5,6,3,1
414,8,8,10,9,0,5,2,1
415,4,1,9,2,10,0,4,2
416,6,9,7,7,3,0,9,2
417,6,8,5,10,8,4,1,1
418,3,1,4,10,2,6,5,1
419,3,2,7,0,6,8,8,1
420,6,0,10,5,10,6,9,2
421,4,9,1,10,10,1,9,1
422,7,2,4,1,3,6,7,2
423,4,1,1,1,6,0,5,1
424,8,6,0,0,7,9,3,2
425,6,2,5,1,2,9,7,2
426,5,8,8,6,10,1,6,1
427,3,7,6,1,7,1,5,1
428,0,8,0,3,5,5,5,2
429,10,5,7,3,4,7,6,2
430,1,4,2,6,3,2,0,2
431,3,2,4,4,3,6,10,2
432,3,5,2,9,4,1,6,2
433,10,7,3,0,6,3,9,1
434,10,10,1,5,10,0,1,2
435,10,10,10,9,5,0,10,2
436,6,7,2,4,1,1,2,2
437,2,1,3,9,6,8,6,1
438,6,9,8,10,10,10,9,2
439,2,6,4,1,10,3,1,2
440,10,4,3,2,7,10,4,1
441,9,4,8,7,4,9,0,2
442,1,7,9,3,1,7,1,2
443,7,8,10,9,3,1,2,1
444,8,3,5,2,5,1,9,2
445,6,1,9,1,8,9,2,1
446,9,0,0,7,6,2,1,1
447,2,3,4,7,7,4,10,1
448,8,10,1,6,1,2,3,2
449,1,10,2,5,7,0,8,1
450,7,7,0,0,6,2,9,1
451,7,10,10,10,0,4,8,2
452,5,0,2,0,2,9,6,2
453,2,7,8,9,2,4,6,1
454,0,1,4,10,8,2,5,2
455,0,2,6,7,3,2,6,1
456,8,7,7,10,8,5,1,2
457,6,6,8,7,6,2,6,1
458,2,8,5,10,10,0,1,1
459,8,10,7,5,5,5,0,2
460,5,5,3,10,9,0,2,1
461,8,9,10,9,10,10,3,1
462,5,2,9,7,7,1,6,1
463,6,7,9,2,6,2,1,1
464,2,7,8,6,3,2,1,1
465,3,7,5,1,2,3,3,1
466,7,3,1,10,0,0,10,2
467,4,7,9,9,9,9,6,1
468,9,3,8,5,10,9,8,2
469,6,2,7,0,9,0,0,1
470,9,9,4,6,0,3,7,1
471,0,6,5,3,9,5,7,1
472,6,3,3,0,6,3,3,2
473,5,4,3,5,4,9,9,1
474,4,10,3,3,2,2,0,1
475,9,10,4,5,1,10,0,2
476,6,8,5,8,4,8,5,1
477,7,5,10,5,8,3,4,2
478,0,5,1,0,9,1,5,1
479,5,10,8,8,6,8,5,1
480,8,4,10,6,8,8,4,1
481,4,5,5,2,3,7,9,1
482,8,0,9,8,5,3,8,1
483,3,7,6,10,2,5,9,1
484,3,10,6,3,4,0,7,2
485,8,8,6,3,2,2,5,2
486,2,3,5,9,0,3,1,1
487,3,6,3,7,1,4,5,2
488,9,0,0,7,5,2,9,1
489,6,4,6,3,9,10,3,2
490,3,7,10,9,4,9,0,1
491,7,8,2,3,10,0,1,1
492,5,8,3,6,0,10,7,1
493,5,7,0,7,7,8,6,2
494,7,9,5,8,8,7,0,1
495,6,10,5,0,7,1,2,2
496,8,4,7,0,6,3,8,2
497,5,5,1,10,7,1,9,2
498,2,5,0,1,5,3,8,2
499,1,6,4,7,1,5,4,2
500,5,0,7,5,2,8,3,1
501,6,1,9,9,9,7,2,2
502,5,6,3,6,10,6,4,1
503,0,2,8,6,7,10,0,1
504,3,4,8,6,8,0,9,2
505,7,7,3,2,10,10,8,2
506,0,8,8,6,9,10,6,1
507,9,8,3,0,1,5,8,1
508,3,9,3,5,2,7,9,1
509,5,3,8,2,5,5,6,1
510,0,4,4,7,10,2,5,2
511,8,4,3,5,3,8,1,1
512,2,1,2,2,7,1,8,2
513,6,9,9,2,8,3,7,2
514,1,0,9,5,2,2,9,2
515,9,0,9,10,1,4,4,1
516,8,8,1,0,6,2,7,2
517,2,0,9,5,4,5,10,2
518,8,2,8,8,1,1,9,2
519,7,1,2,5,4,7,0,1
520,9,4,5,7,6,5,5,1
521,2,1,1,9,5,10,1,2
522,7,5,0,6,7,5,6,1
523,8,2,6,0,0,0,8,1
524,2,8,3,4,5,5,5,2
525,8,9,9,0,8,5,10,2
526,5,5,1,6,9,6,4,2
527,8,3,1,9,9,10,5,2
528,6,5,9,5,8,0,1,2
529,1,7,10,5,9,7,9,1
530,5,6,2,6,2,2,10,1
531,3,0,1,7,4,7,6,2
532,6,2,9,2,10,2,4,1
533,9,2,5,10,6,8,5,1
534,0,1,2,1,10,8,4,2
535,10,3,1,1,8,2,4,1
536,9,2,1,0,1,9,0,1
537,9,4,6,6,1,6,2,1
538,4,10,2,4,1,4,6,2
539,6,4,6,6,5,7,1,1
540,1,2,4,4,4,2,0,2
541,9,2,6,6,0,7,0,1
542,3,7,10,8,5,10,5,2
543,5,9,10,4,6,6,3,1
544,9,4,0,8,1,2,7,2
545,1,2,0,10,0,1,7,2
546,3,0,0,10,2,10,8,2
547,10,1,8,5,6,7,5,2
548,5,9,6,0,0,2,9,2
549,7,4,4,9,7,7,9,1
550,2,4,10,8,6,5,9,2
551,0,10,4,10,6,6,9,2
552,2,10,6,7,9,3,4,2
553,10,2,2,5,3,4,5,2
554,6,1,2,5,3,4,6,1
555,10,7,3,9,0,2,10,2
556,6,8,9,8,3,8,8,2
557,2,10,6,6,1,1,8,2
558,7,3,3,5,7,9,9,2
559,3,5,2,9,6,3,3,2
560,9,9,2,2,1,7,6,2
561,3,7,0,9,3,10,2,2
562,5,0,2,10,4,6,1,1
563,9,8,6,5,1,5,2,1
564,9,10,2,2,2,6,7,1
565,3,3,2,7,8,4,7,2
566,2,9,2,5,1,6,8,1
567,4,8,7,1,8,0,6,1
568,6,5,8,4,10,8,10,1
569,5,6,2,3,7,0,9,1
570,8,2,4,4,7,2,9,1
571,2,3,0,5,0,2,3,1
572,9,10,2,1,4,0,5,2
573,3,3,5,0,2,9,0,1
574,8,7,1,9,5,0,5,2
575,0,4,0,4,9,4,4,1
576,9,8,1,6,3,4,3,2
577,10,4,7,1,4,9,1,2
578,10,2,10,8,0,9,7,2
579,0,5,6,9,7,2,7,2
580,7,6,7,9,2,0,0,2
581,5,9,4,1,6,0,2,1
582,6,9,7,6,9,1,6,2
583,5,10,4,5,2,5,1,2
584,8,2,1,7,4,7,7,2
585,7,9,5,1,6,7,9,2
586,1,10,3,3,2,9,8,1
587,1,7,3,4,2,2,10,1
588,8,10,9,8,1,0,4,1
589,1,4,3,7,10,2,6,2
590,9,6,4,6,7,4,10,2
591,7,8,4,0,5,3,6,2
592,2,10,7,7,10,3,9,1
593,5,1,1,10,3,2,3,1
594,3,8,1,4,5,5,5,1
595,6,9,0,6,2,4,0,1
596,4,0,4,3,7,0,6,2
597,7,8,10,9,0,10,6,1
598,5,7,1,5,0,6,3,1
599,7,0,9,5,2,0,0,1
600,0,1,3,2,7,3,3,1
601,1,8,10,0,4,6,10,1
602,9,6,7,2,2,6,10,2
603,5,7,8,0,9,1,2,2
604,8,0,0,6,6,8,9,1
605,10,6,2,4,0,10,5,1
606,5,0,3,7,4,10,7,1
607,1,9,1,5,5,1,7,1
608,7,5,4,5,10,5,6,1
609,1,6,7,9,8,1,2,2
610,1,8,0,0,3,6,8,2
611,9,4,9,3,3,3,6,1
612,5,2,2,1,8,6,9,2
613,0,1,7,6,6,4,5,2
614,5,1,6,7,8,1,10,1
615,2,8,9,6,8,8,0,1
616,7,3,7,6,3,5,8,1
617,1,3,1,7,4,6,10,2
618,9,6,4,9,10,9,4,1
619,3,6,1,1,2,9,0,2
620,2,1,8,2,0,4,2,2
621,0,3,1,10,1,2,9,1
622,4,5,3,9,7,4,3,2
623,5,5,6,5,3,8,9,1
624,4,4,2,6,1,10,4,2
625,5,1,1,10,2,10,5,2
626,1,0,6,2,5,10,2,2
627,4,4,4,7,9,1,2,2
628,7,0,10,3,3,2,2,1
629,0,10,9,0,6,6,4,1
630,3,5,7,5,7,10,10,2
631,7,7,6,4,4,6,8,1
632,4,5,0,9,5,3,4,2
633,2,4,6,10,0,2,1,1
634,3,6,7,7,4,2,3,1
635,10,4,5,7,7,1,10,1
636,0,7,0,5,0,6,0,1
637,6,2,1,0,8,2,2,2
638,9,2,0,10,1,2,2,2
639,8,2,6,8,10,6,7,1
640,5,8,1,8,3,4,1,1
641,3,1,10,8,1,8,1,2
642,10,2,7,3,0,3,9,1
643,1,1,7,6,0,0,4,2
644,5,10,10,9,10,7,7,1
645,6,0,6,4,3,4,3,2
646,0,3,10,10,1,8,0,1
647,10,5,7,1,5,5,1,1
648,5,5,5,8,5,2,0,2
649,8,4,4,8,8,5,7,1
650,1,7,2,9,6,8,1,2
651,3,8,8,8,3,1,4,2
652,2,2,5,3,1,8,4,1
653,5,5,8,9,9,7,1,1
654,8,4,3,1,0,7,7,1
655,6,1,4,7,10,4,10,2
656,2,8,7,4,9,5,2,1
657,1,6,9,6,3,3,7,1
658,5,9,8,8,7,3,4,2
659,6,2,4,7,6,2,0,2
660,4,5,2,1,2,4,10,2
661,6,10,10,7,6,8,3,2
662,3,2,9,3,2,5,1,2
663,4,2,0,5,2,6,4,1
664,2,0,0,5,8,0,2,2
665,1,1,0,3,7,10,2,1
666,10,4,0,7,8,7,2,1
667,2,10,5,9,8,10,1,1
668,7,7,1,1,10,2,4,2
669,10,1,10,9,0,6,0,1
670,0,5,1,3,0,7,8,1
671,5,0,3,3,5,10,0,1
672,8,5,5,8,4,4,10,1
673,1,10,10,8,1,3,3,2
674,7,5,10,10,8,6,0,1
675,8,6,5,9,8,7,10,2
676,10,8,0,7,6,10,10,2
677,5,10,2,2,0,3,1,2
678,9,1,1,3,8,0,6,1
679,1,3,3,6,6,5,0,2
680,10,7,8,2,10,5,7,2
681,10,9,0,8,9,3,1,2
682,0,2,7,10,8,5,6,2
683,4,9,4,6,8,5,5,1
684,8,3,3,10,2,3,9,2
685,0,2,1,7,3,9,2,1
686,0,3,2,1,10,5,0,1
687,8,1,2,0,1,1,1,2
688,6,2,3,4,4,7,0,1
689,3,4,5,1,7,0,10,1
690,5,6,5,0,10,1,7,1
691,5,9,0,0,9,5,8,1
692,9,6,8,4,2,9,3,1
693,0,4,7,7,3,5,10,1
694,10,2,10,5,0,6,3,2
695,4,9,4,3,0,4,6,1
696,6,0,5,1,4,6,10,1
697,7,6,9,7,6,0,2,1
698,5,10,2,10,10,5,0,2
699,9,9,10,7,1,2,8,1
700,4,5,10,0,2,2,10,2
701,1,3,4,0,6,7,0,2
702,4,10,0,6,5,8,10,2
703,10,0,6,10,9,7,7,1
704,9,1,8,0,10,9,3,1
705,1,2,2,3,9,3,10,1
706,0,4,10,3,8,10,1,2
707,8,3,4,10,9,10,10,2
708,1,0,8,2,9,4,9,1
709,1,9,2,0,3,4,8,2
710,9,10,0,7,1,7,5,1
711,3,7,7,1,3,1,10,2
712,2,9,4,10,2,5,8,2
713,6,3,7,6,9,1,5,1
714,1,4,9,10,10,10,1,1
715,9,7,1,8,3,5,10,1
716,5,4,9,10,1,3,3,1
717,6,4,6,10,1,10,2,1
718,3,10,10,4,1,4,10,2
719,8,6,6,10,5,2,8,1
720,7,7,7,3,0,0,5,1
721,2,7,7,5,7,1,2,2
722,7,1,2,9,4,0,5,1
723,1,10,4,7,1,7,1,2
724,4,7,2,8,3,3,6,1
725,7,6,1,10,1,6,8,1
726,3,3,0,0,5,7,1,1
727,7,10,10,0,1,1,6,1
728,4,7,6,8,2,7,1,1
729,2,2,7,10,10,9,7,2
730,9,7,4,4,3,0,2,2
731,6,5,3,1,3,10,2,1
732,2,1,8,6,8,5,10,1
733,6,2,0,8,5,6,0,1
734,7,5,10,0,6,9,9,2
735,2,1,0,1,5,1,3,2
736,9,6,0,2,5,0,2,2
737,9,1,9,9,4,0,1,1
738,5,0,1,9,0,8,9,1
739,4,9,7,5,6,3,5,1
740,6,1,0,6,5,3,9,1
741,1,2,10,5,7,3,0,1
742,7,0,7,4,3,0,8,1
743,10,2,8,5,6,10,5,1
744,0,5,8,1,10,4,0,2
745,5,6,3,3,4,6,10,1
746,4,5,10,9,3,10,10,2
747,5,10,6,2,0,6,6,2
748,8,9,10,0,5,7,4,1
749,0,9,9,8,10,7,2,2
750,2,4,6,5,5,6,5,2
751,0,0,9,5,0,5,5,2
752,0,3,1,2,1,1,1,1
753,1,4,8,0,2,3,9,1
754,8,10,1,8,9,4,6,2
755,6,2,7,10,3,6,0,1
756,1,8,5,3,2,9,3,2
757,7,9,9,10,10,9,2,1
758,0,0,9,6,1,2,1,2
759,2,2,6,10,0,0,6,1
760,7,2,7,1,3,6,2,2
761,8,1,3,7,3,5,3,1
762,6,0,2,3,1,3,8,1
763,5,9,6,4,8,3,5,1
764,10,0,9,0,2,9,0,1
765,0,10,10,8,4,1,0,2
766,8,10,3,5,9,0,1,1
767,1,9,0,8,8,8,9,1
768,6,2,2,3,8,10,1,1
769,4,6,7,2,0,2,3,2
770,3,8,7,2,10,6,7,2
771,10,0,7,0,8,0,1,2
772,5,6,7,3,7,9,8,1
773,7,10,1,8,5,2,0,2
774,1,9,8,0,0,6,3,2
775,2,9,2,9,9,3,2,2
776,5,2,9,2,10,10,5,2
777,5,7,10,6,1,8,3,1
